43.049795918,209.534,0.255419501,0.787402
43.316825397,177.313,0.313469388,0.787402
43.641904762,207.31,0.174149660,0.787402
44.442993197,192.925,0.127709751,0.787402
44.698412698,199.646,0.487619048,0.787402
45.255691610,220.471,0.162539683,0.787402
45.464671202,195.091,0.835918367,0.787402
46.788208617,174.38,0.185759637,0.787402
47.078458050,168.706,0.150929705,0.787402
47.693786848,152.653,0.104489796,0.787402
47.856326531,160.898,0.220589569,0.787402
48.088526077,179.8,0.162539683,0.787402
48.727074830,165.813,0.255419501,0.787402
49.017324263,162.361,0.487619048,0.787402
49.562993197,146.621,0.371519274,0.787402
50.236371882,153.388,0.208979592,0.787402
50.886530612,158.05,0.127709751,0.787402
51.072290249,161.019,0.197369615,0.787402
51.385759637,159.215,0.441179138,0.787402
51.838548753,131.067,0.139319728,0.787402
52.616417234,152.021,0.104489796,0.787402
52.732517007,159.25,0.116099773,0.787402
52.895056689,166.688,0.127709751,0.787402
53.092426304,164.219,0.278639456,0.787402
53.510385488,208.198,0.127709751,0.787402
53.672925170,209.475,0.545668934,0.787402
54.288253968,206.894,1.253877551,0.787402
55.565351474,218.109,0.255419501,0.787402
56.737959184,222.505,0.429569161,0.787402
57.411337868,217.121,0.243809524,0.787402
58.758095238,218.704,0.719818594,0.787402
59.570793651,212.3,0.301859410,0.787402
60.638911565,199.674,0.325079365,0.787402
60.975600907,197.567,0.301859410,0.787402
61.312290249,202.145,0.452789116,0.787402
61.776689342,189.951,0.290249433,0.787402
62.113378685,199.594,0.116099773,0.787402
62.241088435,187.207,0.185759637,0.787402
62.438458050,203.088,0.220589569,0.787402
63.169886621,157.415,0.220589569,0.787402
63.448526077,164.376,0.208979592,0.787402
63.669115646,163.445,0.232199546,0.787402
63.924535147,162.781,0.243809524,0.787402
64.191564626,163.992,0.162539683,0.787402
64.493424036,159.915,0.290249433,0.787402
65.166802721,159.773,0.267029478,0.787402
65.468662132,163.649,0.232199546,0.787402
65.724081633,153.644,0.719818594,0.787402
66.629659864,162.145,0.255419501,0.787402
67.070839002,154.267,0.278639456,0.787402
67.477188209,162.762,0.116099773,0.787402
67.628117914,160.457,0.267029478,0.787402
68.986485261,222.842,0.476009070,0.787402
69.706303855,198.678,0.150929705,0.787402
69.868843537,213.853,0.568888889,0.787402
71.111111111,216.235,1.021678005,0.787402
