6.002358277,183.845,0.104489796,0.787402
6.246167800,214.892,0.429569161,0.787402
6.838276644,213.155,0.359909297,0.787402
7.778684807,251.858,0.232199546,0.787402
8.196643991,241.959,0.127709751,0.787402
8.672653061,213.313,0.383129252,0.787402
9.578231293,209.006,0.150929705,0.787402
9.775600907,215.32,0.150929705,0.787402
9.961360544,211.92,0.476009070,0.787402
10.541859410,191.396,0.359909297,0.787402
10.948208617,189.818,0.255419501,0.787402
11.215238095,207.997,0.290249433,0.787402
11.621587302,185.734,0.139319728,0.787402
11.807346939,185.063,0.162539683,0.787402
12.062766440,171.874,0.255419501,0.787402
12.353015873,162.264,0.464399093,0.787402
12.968344671,160.782,0.452789116,0.787402
13.850702948,157.002,0.150929705,0.787402
14.059682540,160.814,0.336689342,0.787402
14.593741497,171.072,0.139319728,0.787402
14.837551020,163.221,0.847528345,0.787402
15.986938776,165.802,0.174149660,0.787402
16.207528345,160.01,0.255419501,0.787402
16.509387755,164.366,0.232199546,0.787402
16.753197279,146.005,0.185759637,0.787402
16.985396825,147.987,0.150929705,0.787402
17.171156463,144.626,0.417959184,0.787402
18.053514739,118.49,0.116099773,0.787402
18.401814059,157.31,0.174149660,0.787402
18.738503401,163.46,0.359909297,0.787402
19.110022676,123.2,0.116099773,0.787402
19.853061224,160.573,0.650158730,0.787402
20.630929705,209.464,0.267029478,0.787402
20.990839002,210.63,0.406349206,0.787402
21.408798186,234.408,0.325079365,0.787402
21.745487528,208.541,0.290249433,0.787402
22.175056689,202.186,0.452789116,0.787402
22.685895692,214.765,0.301859410,0.787402
23.962993197,202.811,0.243809524,0.787402
24.241632653,215.205,0.197369615,0.787402
24.647981859,214.62,0.197369615,0.787402
26.122448980,201.751,0.127709751,0.787402
26.308208617,210.733,0.127709751,0.787402
26.563628118,209.698,0.208979592,0.787402
26.830657596,219.04,0.197369615,0.787402
27.039637188,187.064,0.116099773,0.787402
27.248616780,192.591,0.220589569,0.787402
27.492426304,187.95,0.185759637,0.787402
27.724625850,197.212,0.580498866,0.787402
28.351564626,190.62,0.150929705,0.787402
28.630204082,193.639,0.197369615,0.787402
28.885623583,218.907,0.150929705,0.787402
29.094603175,192.335,0.116099773,0.787402
29.268752834,192.2,0.383129252,0.787402
29.767981859,207.623,0.185759637,0.787402
30.452970522,174.132,0.104489796,0.787402
30.569070295,167.542,0.174149660,0.787402
30.882539683,162.301,0.255419501,0.787402
31.161179138,162.771,0.127709751,0.787402
31.428208617,168.54,0.139319728,0.787402
31.602358277,164.248,0.174149660,0.787402
31.811337868,163.082,0.208979592,0.787402
32.438276644,175.693,0.116099773,0.787402
32.565986395,165.217,0.522448980,0.787402
33.181315193,152.814,0.441179138,0.787402
33.866303855,161.076,0.267029478,0.787402
34.504852608,158.196,0.394739229,0.787402
34.911201814,162.342,0.394739229,0.787402
35.677460317,166.877,0.185759637,0.787402
36.176689342,155.306,0.150929705,0.787402
36.583038549,166.522,0.127709751,0.787402
36.745578231,160.824,0.220589569,0.787402
37.047437642,200.523,0.174149660,0.787402
37.430566893,207.755,0.208979592,0.787402
37.674376417,212.011,0.278639456,0.787402
37.964625850,237.361,0.255419501,0.787402
38.231655329,205.431,0.859138322,0.787402
39.148843537,213.438,0.325079365,0.787402
40.309841270,201.13,0.255419501,0.787402
40.623310658,219.391,0.208979592,0.787402
41.006439909,217.864,0.232199546,0.787402
42.655056689,207.768,0.383129252,0.787402
